bpo_id,activityID,material_id,materials_quantity,product_id,product_quantity
27695,1,39,46666,27540,1
27695,1,40,17500,27540,1
27695,1,16214,1,27540,1
2332,1,34,1116,2331,1
2332,1,35,861,2331,1
2332,1,38,3,2331,1
2334,1,11399,1,2333,1
2334,1,9840,3,2333,1
2334,1,9842,5,2333,1
2334,1,11539,5,2333,1
2334,1,11483,1,2333,1
2334,1,444,1,2333,1
27696,1,20066,1,27612,1
27696,1,35,145833,27612,1
27696,1,36,43750,27612,1
27696,1,37,14583,27612,1
27696,1,38,7291,27612,1
27696,1,39,11666,27612,1
27696,1,40,4374,27612,1
27696,1,34,875000,27612,1
2342,1,11536,1,2341,1
2342,1,581,1,2341,1
2342,1,11399,1,2341,1
2342,1,11538,5,2341,1
2342,1,9840,8,2341,1
2342,1,9842,6,2341,1
2342,1,11483,1,2341,1
27697,1,34,833333,27598,1
27697,1,35,138889,27598,1
27697,1,36,41667,27598,1
27697,1,37,13889,27598,1
27697,1,38,6944,27598,1
27697,1,39,11112,27598,1
27697,1,40,4166,27598,1
27697,1,20062,1,27598,1
27698,1,34,1666667,27595,1
27698,1,35,277778,27595,1
27698,1,36,83333,27595,1
27698,1,37,27778,27595,1
27698,1,38,13889,27595,1
27698,1,39,22222,27595,1
27698,1,40,8334,27595,1
27698,1,20061,1,27595,1
44083,1,11478,1,43715,1
44083,1,25617,160,43715,1
44083,1,25609,200,43715,1
44083,1,25620,280,43715,1
44083,1,25610,2000,43715,1
44083,1,25613,2000,43715,1
44083,1,25623,2000,43715,1
44083,1,25616,10000,43715,1
44083,1,25611,12000,43715,1
44083,1,25612,12000,43715,1
44083,1,25618,12000,43715,1
2356,1,11399,1,2355,1
2356,1,524,1,2355,1
2356,1,11538,1,2355,1
2356,1,11475,1,2355,1
2356,1,9848,3,2355,1
27703,1,34,875000,27600,1
27703,1,35,145833,27600,1
27703,1,36,43750,27600,1
27703,1,37,14583,27600,1
27703,1,38,7291,27600,1
27703,1,39,11666,27600,1
27703,1,40,4374,27600,1
27703,1,20062,1,27600,1
44088,1,25598,3600,43712,1
44088,1,25590,7200,43712,1
44088,1,25601,10800,43712,1
44088,1,25591,12000,43712,1
44088,1,25592,12000,43712,1
44088,1,25593,12000,43712,1
44088,1,25594,12000,43712,1
44088,1,25597,12000,43712,1
44088,1,25599,12000,43712,1
44088,1,25604,12000,43712,1
44089,1,11481,1,43713,1
44089,1,25617,160,43713,1
44089,1,25609,200,43713,1
44089,1,25620,280,43713,1
44089,1,25610,2000,43713,1
44089,1,25613,2000,43713,1
44089,1,25623,2000,43713,1
44089,1,25616,10000,43713,1
44089,1,25611,12000,43713,1
44089,1,25612,12000,43713,1
44089,1,25618,12000,43713,1
27706,1,34,3333333,27536,1
27706,1,35,555556,27536,1
27706,1,36,166667,27536,1
27706,1,37,55556,27536,1
27706,1,38,27778,27536,1
27706,1,39,44444,27536,1
27706,1,40,16666,27536,1
27706,1,12236,1,27536,1
27707,1,34,1666667,27601,1
27707,1,35,277778,27601,1
27707,1,36,83333,27601,1
27707,1,37,27778,27601,1
27707,1,38,13889,27601,1
27707,1,39,22222,27601,1
27707,1,40,8334,27601,1
27707,1,20063,1,27601,1
2405,1,11399,3,2404,1
2405,1,499,1,2404,1
2405,1,11540,6,2404,1
2405,1,9848,3,2404,1
2405,1,11486,1,2404,1
27708,1,20064,1,27604,1
27708,1,34,833333,27604,1
27708,1,35,138889,27604,1
27708,1,36,41667,27604,1
27708,1,37,13889,27604,1
27708,1,38,6944,27604,1
27708,1,39,11112,27604,1
27708,1,40,4166,27604,1
2411,1,11399,6,2410,1
2411,1,11540,3,2410,1
2411,1,501,1,2410,1
2411,1,9848,6,2410,1
2411,1,11486,1,2410,1
2421,1,11399,24,2420,1
2421,1,11540,24,2420,1
2421,1,503,1,2420,1
2421,1,9848,24,2420,1
2421,1,11486,1,2420,1
27712,1,34,1750000,27603,1
27712,1,35,291667,27603,1
27712,1,36,87500,27603,1
27712,1,37,29167,27603,1
27712,1,38,14583,27603,1
27712,1,39,23334,27603,1
27712,1,40,8748,27603,1
27712,1,20063,1,27603,1
1172,1,35,9,257,1
1172,1,36,110,257,1
1172,1,37,4,257,1
1172,1,38,4,257,1
1172,1,39,2,257,1
1172,1,40,12,257,1
2437,1,9834,6,2436,1
2437,1,11399,6,2436,1
2437,1,1201,1,2436,1
2437,1,9848,6,2436,1
2437,1,11481,1,2436,1
2437,1,11690,3,2436,1
44097,1,11483,1,43727,1
44097,1,25619,160,43727,1
44097,1,25620,160,43727,1
44097,1,25622,160,43727,1
44097,1,25607,7000,43727,1
44097,1,25611,7000,43727,1
44097,1,25612,7000,43727,1
44097,1,25615,7000,43727,1
44097,1,25616,7000,43727,1
44097,1,25618,7000,43727,1
44097,1,25621,13000,43727,1
2445,1,40,8,2444,1
2445,1,34,258,2444,1
2445,1,35,4964,2444,1
2445,1,38,2,2444,1
2447,1,11399,6,2446,1
2447,1,9834,6,2446,1
2447,1,2444,1,2446,1
2447,1,11688,3,2446,1
2447,1,9848,6,2446,1
2447,1,11481,1,2446,1
2455,1,34,509,2454,1
2455,1,35,7,2454,1
2455,1,37,4,2454,1
2455,1,38,2,2454,1
2457,1,11399,1,2456,1
2457,1,11688,1,2456,1
2457,1,9834,1,2456,1
2457,1,2454,1,2456,1
2457,1,9848,1,2456,1
2457,1,11481,1,2456,1
2465,1,34,538,2464,1
2465,1,35,69,2464,1
2465,1,37,4,2464,1
2465,1,38,2,2464,1
2467,1,2464,1,2466,1
2467,1,11399,1,2466,1
2467,1,9834,1,2466,1
2467,1,9848,1,2466,1
2467,1,11481,1,2466,1
2467,1,11690,1,2466,1
2477,1,34,7120,2476,1
2477,1,35,896,2476,1
2477,1,37,73,2476,1
2477,1,38,9,2476,1
2477,1,39,8,2476,1
2479,1,9834,6,2478,1
2479,1,11399,6,2478,1
2479,1,2476,1,2478,1
2479,1,9848,6,2478,1
2479,1,11481,1,2478,1
2479,1,11691,3,2478,1
2487,1,34,951,2486,1
2487,1,35,7,2486,1
2487,1,36,7,2486,1
2487,1,38,4,2486,1
2489,1,11399,1,2488,1
2489,1,9834,1,2488,1
2489,1,11691,1,2488,1
2489,1,2486,1,2488,1
2489,1,9848,1,2488,1
2489,1,11481,1,2488,1
41375,1,23055,1,40556,1
41375,1,11478,3,40556,1
41375,1,9834,12,40556,1
41375,1,11399,12,40556,1
41375,1,11532,12,40556,1
41375,1,11537,12,40556,1
41375,1,11689,12,40556,1
41375,1,11549,16,40556,1
2507,1,40,6,2506,100
2507,1,34,3924,2506,100
2507,1,35,356,2506,100
2507,1,36,28,2506,100
2509,1,34,3729,2508,100
2509,1,35,833,2508,100
2509,1,39,14,2508,100
2511,1,34,3989,2510,100
2511,1,35,2939,2510,100
2511,1,36,29,2510,100
2511,1,37,2,2510,100
2511,1,38,2,2510,100
2511,1,39,2,2510,100
2513,1,34,48,2512,100
2513,1,35,37,2512,100
2515,1,34,33,2514,100
2515,1,35,28,2514,100
2517,1,34,24,2516,100
2517,1,35,19,2516,100
2530,1,34,2106,2529,1
2530,1,35,2077,2529,1
2532,1,2529,1,2531,1
2532,1,11399,5,2531,1
2532,1,9838,6,2531,1
2532,1,11555,8,2531,1
2532,1,11484,1,2531,1
2538,1,34,2106,2537,1
2538,1,35,2077,2537,1
2540,1,11556,8,2539,1
2540,1,11399,5,2539,1
2540,1,2537,1,2539,1
2540,1,9838,6,2539,1
2540,1,11484,1,2539,1
2546,1,34,2106,2545,1
2546,1,35,2077,2545,1
2548,1,11558,8,2547,1
2548,1,11399,5,2547,1
2548,1,9838,6,2547,1
2548,1,2545,1,2547,1
2548,1,11484,1,2547,1
2554,1,11557,8,2553,1
2554,1,11399,5,2553,1
2554,1,9838,6,2553,1
2554,1,1808,1,2553,1
2554,1,11484,1,2553,1
2604,1,37,10,2603,1
2604,1,38,1,2603,1
2606,1,11399,1,2605,1
2606,1,2603,1,2605,1
2606,1,11475,1,2605,1
2606,1,3828,8,2605,1
2614,1,16680,12,2613,5000
2614,1,11476,1,2613,5000
2614,1,11694,3,2613,5000
2614,1,9830,12,2613,5000
2614,1,11399,1,2613,5000
2622,1,16680,59,2621,5000
2622,1,11695,14,2621,5000
2622,1,11476,1,2621,5000
2622,1,9830,129,2621,5000
2622,1,11399,15,2621,5000
2630,1,16680,18,2629,5000
2630,1,11476,1,2629,5000
2630,1,11693,14,2629,5000
2630,1,9830,126,2629,5000
2630,1,11399,8,2629,5000
2638,1,16680,59,2637,5000
2638,1,11695,14,2637,5000
2638,1,11476,1,2637,5000
2638,1,9830,129,2637,5000
2638,1,11399,15,2637,5000
2648,1,16680,12,2647,5000
2648,1,11695,3,2647,5000
2648,1,11476,1,2647,5000
2648,1,9830,12,2647,5000
2648,1,11399,1,2647,5000
2656,1,16680,18,2655,5000
2656,1,11692,14,2655,5000
2656,1,11476,1,2655,5000
2656,1,9830,126,2655,5000
2656,1,11399,8,2655,5000
2680,1,11399,1,2679,5000
2680,1,11476,1,2679,5000
2680,1,11693,3,2679,5000
2680,1,9830,12,2679,5000
2680,1,16680,12,2679,5000
2735,1,21037,11,32458,1
2735,1,2867,28,32458,1
2735,1,2868,20,32458,1
2735,1,2869,42,32458,1
2735,1,2870,42,32458,1
2735,1,2871,28,32458,1
2735,1,2872,28,32458,1
2735,1,2875,42,32458,1
2735,1,2876,20,32458,1
2736,1,3242,1,17181,1
2736,1,2867,1,17181,1
2736,1,2876,1,17181,1
2737,1,21037,2,32226,1
2737,1,2867,6,32226,1
2737,1,2868,4,32226,1
2737,1,2869,9,32226,1
2737,1,2870,9,32226,1
2737,1,2871,6,32226,1
2737,1,2872,6,32226,1
2737,1,2875,9,32226,1
2737,1,2876,4,32226,1
2738,1,32250,1,32250,1
2739,1,17392,1,28668,10
2739,1,2348,1,28668,10
2739,1,2463,4,28668,10
2740,1,2867,1,17182,1
2740,1,2876,1,17182,1
2740,1,447,1,17182,1
2741,1,526,1,17178,1
2741,1,2867,1,17178,1
2741,1,2876,1,17178,1
2742,1,40,112,25270,1
2742,1,34,55556,25270,1
2742,1,2870,3,25270,1
2742,1,38,222,25270,1
2742,1,2871,3,25270,1
2743,1,40,112,25271,1
2743,1,34,55556,25271,1
2743,1,2870,1,25271,1
2743,1,38,222,25271,1
2743,1,2871,1,25271,1
2744,1,34,55556,17982,1
2744,1,2875,1,17982,1
2744,1,2870,1,17982,1
2744,1,38,222,17982,1
2745,1,40,112,25821,1
2745,1,34,55556,25821,1
2745,1,2870,1,25821,1
2745,1,38,222,25821,1
2745,1,2871,1,25821,1
2746,1,40,112,25280,1
2746,1,34,55556,25280,1
2746,1,2870,4,25280,1
2746,1,38,222,25280,1
2746,1,2871,4,25280,1
2747,1,40,112,30655,1
2747,1,34,55556,30655,1
2747,1,2870,1,30655,1
2747,1,38,222,30655,1
2747,1,2871,1,30655,1
2748,1,40,112,14343,1
2748,1,34,55556,14343,1
2748,1,2875,2,14343,1
2748,1,38,222,14343,1
2748,1,2871,2,14343,1
2749,1,24657,1,24657,1
2750,1,21037,22,24646,1
2750,1,2867,56,24646,1
2750,1,2868,39,24646,1
2750,1,2869,83,24646,1
2750,1,2870,83,24646,1
2750,1,2871,56,24646,1
2750,1,2872,56,24646,1
2750,1,2875,83,24646,1
2750,1,2876,39,24646,1
2751,1,24655,1,24655,1
2752,1,21037,1,12237,1
2752,1,2867,1,12237,1
2752,1,2870,4,12237,1
2752,1,2872,1,12237,1
2752,1,2875,2,12237,1
2752,1,2876,1,12237,1
2753,1,24653,1,24653,1
2754,1,24658,1,24658,1
2755,1,2291,1,17184,1
2755,1,2867,1,17184,1
2755,1,2868,1,17184,1
2755,1,2869,1,17184,1
2756,1,24575,1,24575,1
2757,1,2289,1,17185,1
2757,1,2867,1,17185,1
2757,1,2868,1,17185,1
2757,1,2870,1,17185,1
2758,1,24660,1,24660,1
2759,1,2867,1,17186,1
2759,1,2868,1,17186,1
2759,1,2870,1,17186,1
2759,1,2295,1,17186,1
2760,1,24659,1,24659,1
2761,1,2867,1,17187,1
2761,1,2868,1,17187,1
2761,1,2293,1,17187,1
2761,1,2870,1,17187,1
2762,1,25305,1,25305,1
2763,1,1968,1,17180,1
2763,1,2867,1,17180,1
2763,1,2876,1,17180,1
2764,1,13780,1,13780,1
2765,1,19470,1,19470,1
2766,1,29613,1,29613,1
2767,1,12239,1,12239,1
2768,1,24654,1,24654,1
2769,1,12238,1,12238,1
2770,1,16220,1,16220,1
2771,1,24574,1,24574,1
2772,1,30389,1,30389,1
2773,1,24656,1,24656,1
2774,1,21037,9,12235,1
2774,1,2867,20,12235,1
2774,1,2868,36,12235,1
2774,1,2869,29,12235,1
2774,1,2870,31,12235,1
2774,1,2871,20,12235,1
2774,1,2872,20,12235,1
2774,1,2875,31,12235,1
2774,1,2876,13,12235,1
2775,1,21037,4,20059,1
2775,1,2867,10,20059,1
2775,1,2868,18,20059,1
2775,1,2869,16,20059,1
2775,1,2870,16,20059,1
2775,1,2871,10,20059,1
2775,1,2872,10,20059,1
2775,1,2875,16,20059,1
2775,1,2876,7,20059,1
2776,1,21037,2,20060,1
2776,1,2867,4,20060,1
2776,1,2868,9,20060,1
2776,1,2869,7,20060,1
2776,1,2870,7,20060,1
2776,1,2871,4,20060,1
2776,1,2872,4,20060,1
2776,1,2875,7,20060,1
2776,1,2876,4,20060,1
2777,1,21037,9,16213,1
2777,1,2867,20,16213,1
2777,1,2868,36,16213,1
2777,1,2869,29,16213,1
2777,1,2870,31,16213,1
2777,1,2871,20,16213,1
2777,1,2872,20,16213,1
2777,1,2875,31,16213,1
2777,1,2876,13,16213,1
2778,1,21037,4,20061,1
2778,1,2867,10,20061,1
2778,1,2868,18,20061,1
2778,1,2869,16,20061,1
2778,1,2870,16,20061,1
2778,1,2871,10,20061,1
2778,1,2872,10,20061,1
2778,1,2875,16,20061,1
2778,1,2876,7,20061,1
2779,1,21037,2,20062,1
2779,1,2867,4,20062,1
2779,1,2868,9,20062,1
2779,1,2869,7,20062,1
2779,1,2870,7,20062,1
2779,1,2871,4,20062,1
2779,1,2872,4,20062,1
2779,1,2875,7,20062,1
2779,1,2876,4,20062,1
2780,1,21037,9,12236,1
2780,1,2867,20,12236,1
2780,1,2868,36,12236,1
2780,1,2869,29,12236,1
2780,1,2870,31,12236,1
2780,1,2871,20,12236,1
2780,1,2872,20,12236,1
2780,1,2875,31,12236,1
2780,1,2876,13,12236,1
2781,1,21037,4,20063,1
2781,1,2867,10,20063,1
2781,1,2868,18,20063,1
2781,1,2869,16,20063,1
2781,1,2870,16,20063,1
2781,1,2871,10,20063,1
2781,1,2872,10,20063,1
2781,1,2875,16,20063,1
2781,1,2876,7,20063,1
2782,1,21037,2,20064,1
2782,1,2867,4,20064,1
2782,1,2868,9,20064,1
2782,1,2869,7,20064,1
2782,1,2870,7,20064,1
2782,1,2871,4,20064,1
2782,1,2872,4,20064,1
2782,1,2875,7,20064,1
2782,1,2876,4,20064,1
2783,1,21037,9,16214,1
2783,1,2867,20,16214,1
2783,1,2868,36,16214,1
2783,1,2869,29,16214,1
2783,1,2870,31,16214,1
2783,1,2871,20,16214,1
2783,1,2872,20,16214,1
2783,1,2875,31,16214,1
2783,1,2876,13,16214,1
2784,1,21037,4,20065,1
2784,1,2867,10,20065,1
2784,1,2868,18,20065,1
2784,1,2869,16,20065,1
2784,1,2870,16,20065,1
2784,1,2871,10,20065,1
2784,1,2872,10,20065,1
2784,1,2875,16,20065,1
2784,1,2876,7,20065,1
2785,1,21037,2,20066,1
2785,1,2867,4,20066,1
2785,1,2868,9,20066,1
2785,1,2869,7,20066,1
2785,1,2870,7,20066,1
2785,1,2871,4,20066,1
2785,1,2872,4,20066,1
2785,1,2875,7,20066,1
2785,1,2876,4,20066,1
2786,1,2872,2,16221,1
2786,1,2867,4,16221,1
2786,1,2869,2,16221,1
2786,1,21037,1,16221,1
2786,1,2871,2,16221,1
2787,1,34,111111,17621,1
2787,1,38,222,17621,1
2787,1,40,112,17621,1
2787,1,2870,1,17621,1
2787,1,2872,1,17621,1
2787,1,2875,1,17621,1
2788,1,21037,2,27673,1
2788,1,2867,11,27673,1
2788,1,2870,9,27673,1
2788,1,2871,7,27673,1
2788,1,2872,7,27673,1
2788,1,2875,4,27673,1
2788,1,2876,2,27673,1
2789,1,21037,4,27674,1
2789,1,2867,11,27674,1
2789,1,2868,7,27674,1
2789,1,2870,7,27674,1
2789,1,2871,6,27674,1
2789,1,2872,11,27674,1
2789,1,2876,4,27674,1
2790,1,34,55556,24684,1
2790,1,38,111,24684,1
2790,1,40,222,24684,1
2790,1,2867,2,24684,1
2790,1,2868,1,24684,1
2790,1,2869,4,24684,1
2790,1,2870,2,24684,1
2790,1,2871,1,24684,1
2790,1,2876,1,24684,1
2791,1,34,55556,16869,1
2791,1,38,111,16869,1
2791,1,40,222,16869,1
2791,1,2867,3,16869,1
2791,1,2868,1,16869,1
2791,1,2869,2,16869,1
2791,1,2870,3,16869,1
2791,1,2871,1,16869,1
2791,1,2876,1,16869,1
2792,1,2876,1,17174,1
2792,1,2867,1,17174,1
2792,1,1948,1,17174,1
2793,1,34,55556,22634,1
2793,1,38,222,22634,1
2793,1,40,112,22634,1
2793,1,2867,1,22634,1
2793,1,2868,1,22634,1
2793,1,2869,1,22634,1
2794,1,1958,1,17175,1
2794,1,2867,1,17175,1
2794,1,2876,1,17175,1
2795,1,34,55556,30656,1
2795,1,38,222,30656,1
2795,1,40,112,30656,1
2795,1,2867,1,30656,1
2795,1,2868,1,30656,1
2795,1,2869,1,30656,1
2796,1,1955,1,17176,1
2796,1,2867,1,17176,1
2796,1,2876,1,17176,1
2797,1,34,55556,20175,1
2797,1,38,222,20175,1
2797,1,40,112,20175,1
2797,1,2867,1,20175,1
2797,1,2868,1,20175,1
2797,1,2869,1,20175,1
2798,1,1956,1,17177,1
2798,1,2867,1,17177,1
2798,1,2876,1,17177,1
2799,1,12269,1,27672,1
2799,1,2867,1,27672,1
2799,1,2870,1,27672,1
2800,1,21037,4,27897,1
2800,1,2867,6,27897,1
2800,1,2868,4,27897,1
2800,1,2869,9,27897,1
2800,1,2870,9,27897,1
2800,1,2871,6,27897,1
2800,1,2872,6,27897,1
2800,1,2875,9,27897,1
2800,1,2876,4,27897,1
2802,1,16680,132,2801,5000
2802,1,11692,30,2801,5000
2802,1,11476,1,2801,5000
2802,1,9830,437,2801,5000
2802,1,11399,30,2801,5000
2803,1,2867,1,17402,1
2803,1,2870,1,17402,1
2803,1,2872,1,17402,1
2803,1,573,1,17402,1
2804,1,2867,2,16692,1
2804,1,2870,1,16692,1
2804,1,2872,2,16692,1
2804,1,574,1,16692,1
2805,1,498,1,16689,1
2805,1,2867,2,16689,1
2805,1,2870,1,16689,1
2805,1,2872,2,16689,1
2806,1,2872,1,17403,1
2806,1,2867,1,17403,1
2806,1,568,1,17403,1
2807,1,496,1,17770,1
2807,1,2867,1,17770,1
2807,1,2870,1,17770,1
2807,1,2872,1,17770,1
2808,1,2867,1,16691,1
2808,1,2872,1,16691,1
2808,1,570,1,16691,1
2810,1,493,1,16688,1
2810,1,2867,1,16688,1
2810,1,2872,1,16688,1
2812,1,16680,132,2811,5000
2812,1,11695,30,2811,5000
2812,1,11476,1,2811,5000
2812,1,9830,437,2811,5000
2812,1,11399,30,2811,5000
2813,1,2872,1,17404,1
2813,1,564,1,17404,1
2814,1,491,1,17771,1
2814,1,2867,1,17771,1
2814,1,2872,1,17771,1
2815,1,565,1,16690,1
2815,1,2872,1,16690,1
2816,1,488,1,16631,1
2816,1,2872,1,16631,1
2818,1,16672,45,2817,5000
2818,1,9830,6,2817,5000
2818,1,11399,1,2817,5000
2818,1,16680,5,2817,5000
2818,1,11694,1,2817,5000
2818,1,11476,1,2817,5000
2819,1,486,1,17772,1
2819,1,2872,1,17772,1
2820,1,24567,1,24567,1
2821,1,16216,1,16216,1
2822,1,2867,2,17773,1
2822,1,2870,2,17773,1
2822,1,503,1,17773,1
2822,1,2872,2,17773,1
2823,1,2872,1,16696,1
2823,1,501,1,16696,1
2824,1,13320,1,16697,1
2824,1,2867,1,16697,1
2824,1,2872,1,16697,1
2825,1,453,1,17408,1
2825,1,2872,1,17408,1
2826,1,454,1,17167,1
2826,1,2872,1,17167,1
2827,1,458,1,17407,1
2827,1,2867,1,17407,1
2827,1,2872,1,17407,1
2828,1,459,1,17168,1
2828,1,2867,1,17168,1
2828,1,2872,1,17168,1
2829,1,462,1,17406,1
2829,1,2867,1,17406,1
2829,1,2870,1,17406,1
2829,1,2872,1,17406,1
2830,1,464,1,16694,1
2830,1,2867,2,16694,1
2830,1,2870,1,16694,1
2830,1,2872,2,16694,1
2835,1,34,12809,2834,1
2835,1,35,10980,2834,1
2835,1,36,4062,2834,1
2835,1,37,8,2834,1
2837,1,34,582462,2836,1
2837,1,35,145789,2836,1
2837,1,36,37916,2836,1
2837,1,37,9189,2836,1
2837,1,38,2261,2836,1
2837,1,39,1134,2836,1
2837,1,40,288,2836,1
2839,1,40,8,2838,1
2839,1,25335,13,2838,1
2866,1,11399,36,2865,1
2866,1,497,1,2865,1
2866,1,9848,14,2865,1
2866,1,11691,35,2865,1
2866,1,11486,1,2865,1
11401,1,11548,8,11400,1
11401,1,11530,30,11400,1
11401,1,587,1,11400,1
11401,1,11542,750,11400,1
11401,1,11536,30,11400,1
11401,1,11538,135,11400,1
11401,1,11555,30,11400,1
11401,1,3828,38,11400,1
11401,1,11478,6,11400,1
11401,1,11399,45,11400,1
11401,1,11551,90,11400,1
2874,1,484,1,2873,1
2874,1,11399,1,2873,1
2874,1,11691,5,2873,1
2874,1,9848,1,2873,1
2874,1,11486,1,2873,1
2890,1,486,1,2889,1
2890,1,11399,5,2889,1
2890,1,11691,8,2889,1
2890,1,9848,1,2889,1
2890,1,11486,1,2889,1
2898,1,11399,15,2897,1
2898,1,490,1,2897,1
2898,1,11691,15,2897,1
2898,1,9848,5,2897,1
2898,1,11486,1,2897,1
2906,1,487,1,2905,1
2906,1,11399,6,2905,1
2906,1,9848,1,2905,1
2906,1,11691,9,2905,1
2906,1,11486,1,2905,1
41445,1,39,43638,40631,1
41445,1,40,48181,40631,1
41445,1,37,243716,40631,1
41445,1,38,353314,40631,1
41445,1,36,465954,40631,1
41445,1,35,1272573,40631,1
41445,1,34,1708629,40631,1
2914,1,11399,17,2913,1
2914,1,491,1,2913,1
2914,1,9848,5,2913,1
2914,1,11691,17,2913,1
2914,1,11486,1,2913,1
35684,1,29992,2,35683,1
35684,1,29994,2,35683,1
35684,1,30002,2,35683,1
35684,1,30466,2,35683,1
35684,1,30476,2,35683,1
35684,1,30478,2,35683,1
35684,1,34396,3,35683,1
35684,1,30464,8,35683,1
35684,1,11478,10,35683,1
2922,1,11399,18,2921,1
2922,1,11691,18,2921,1
2922,1,492,1,2921,1
2922,1,9848,5,2921,1
2922,1,11486,1,2921,1
2938,1,11399,14,2937,1
2938,1,489,1,2937,1
2938,1,11691,14,2937,1
2938,1,9848,5,2937,1
2938,1,11486,1,2937,1
2946,1,11399,32,2945,1
2946,1,494,1,2945,1
2946,1,9848,14,2945,1
2946,1,11691,30,2945,1
2946,1,11486,1,2945,1
2949,1,39,604,2948,1
2949,1,40,1632,2948,1
2949,1,38,3066,2948,1
2949,1,37,18277,2948,1
2949,1,36,48822,2948,1
2949,1,35,223333,2948,1
2949,1,34,465277,2948,1
2954,1,11399,33,2953,1
2954,1,495,1,2953,1
2954,1,9848,14,2953,1
2954,1,11691,32,2953,1
2954,1,11486,1,2953,1
2962,1,11399,38,2961,1
2962,1,498,1,2961,1
2962,1,9848,14,2961,1
2962,1,11691,36,2961,1
2962,1,11486,1,2961,1
2970,1,11399,20,2969,1
2970,1,11691,20,2969,1
2970,1,493,1,2969,1
2970,1,9848,5,2969,1
2970,1,11486,1,2969,1
2978,1,488,1,2977,1
2978,1,11691,11,2977,1
2978,1,9848,1,2977,1
2978,1,11486,1,2977,1
2978,1,11399,8,2977,1
2986,1,11689,32,2985,1
2986,1,11399,33,2985,1
2986,1,461,1,2985,1
2986,1,9848,14,2985,1
2986,1,11486,1,2985,1
2994,1,11689,8,2993,1
2994,1,11399,5,2993,1
2994,1,9848,1,2993,1
2994,1,452,1,2993,1
2994,1,11486,1,2993,1
3002,1,11689,6,3001,1
3002,1,11399,3,3001,1
3002,1,451,1,3001,1
3002,1,9848,1,3001,1
3002,1,11486,1,3001,1
35772,1,37,1,35770,1
35772,1,38,4,35770,1
35772,1,35,88,35770,1
35772,1,36,369,35770,1
35772,1,34,538,35770,1
35773,1,11483,1,35771,1
35773,1,35770,1,35771,1
35773,1,9842,3,35771,1
35773,1,11399,5,35771,1
35773,1,11540,6,35771,1
35773,1,3689,8,35771,1
3010,1,11399,17,3009,1
3010,1,457,1,3009,1
3010,1,11689,17,3009,1
3010,1,9848,5,3009,1
3010,1,11486,1,3009,1
35780,1,11549,3,35779,1
35780,1,11550,3,35779,1
35780,1,11399,10,35779,1
35780,1,3828,15,35779,1
35780,1,11532,20,35779,1
35780,1,11533,20,35779,1
35780,1,11537,30,35779,1
35780,1,39,40,35779,1
35780,1,11552,40,35779,1
35780,1,11554,40,35779,1
35780,1,11539,60,35779,1
35780,1,11540,60,35779,1
35780,1,38,90,35779,1
35780,1,37,400,35779,1
35780,1,36,2950,35779,1
35780,1,35,6130,35779,1
35780,1,34,22800,35779,1
35782,1,11549,30,35781,1
35782,1,11550,30,35781,1
35782,1,11532,60,35781,1
35782,1,11533,60,35781,1
35782,1,11399,150,35781,1
35782,1,11537,180,35781,1
35782,1,3828,190,35781,1
35782,1,11552,300,35781,1
35782,1,11554,300,35781,1
35782,1,40,360,35781,1
35782,1,11558,750,35781,1
35782,1,39,1200,35781,1
35782,1,11539,1500,35781,1
35782,1,11540,1500,35781,1
35782,1,38,2400,35781,1
35782,1,11543,4000,35781,1
35782,1,37,9687,35781,1
35782,1,35,15400,35781,1
35782,1,36,40000,35781,1
35782,1,34,614300,35781,1
3018,1,450,1,3017,1
3018,1,11399,1,3017,1
3018,1,11689,5,3017,1
3018,1,9848,5,3017,1
3018,1,11486,1,3017,1
35791,1,40,2,35788,1
35791,1,34,949,35788,1
35792,1,3689,1,35790,1
35792,1,11483,1,35790,1
35792,1,35788,1,35790,1
35792,1,11540,8,35790,1
35792,1,9842,9,35790,1
35792,1,11399,11,35790,1
3026,1,11399,20,3025,1
3026,1,11689,20,3025,1
3026,1,459,1,3025,1
3026,1,9848,5,3025,1
3026,1,11486,1,3025,1
15922,1,34,2106,15921,1
15922,1,35,2077,15921,1
35796,1,39,2,35794,1
35796,1,40,2,35794,1
35796,1,37,3,35794,1
35796,1,38,3,35794,1
35796,1,35,4,35794,1
35797,1,39,2,35795,1
35797,1,40,2,35795,1
35797,1,37,3,35795,1
35797,1,38,3,35795,1
35797,1,35,4,35795,1
3034,1,454,1,3033,1
3034,1,11689,11,3033,1
3034,1,11399,8,3033,1
3034,1,9848,1,3033,1
3034,1,11486,1,3033,1
3039,1,34,3721567,2998,1
3039,1,35,1040048,2998,1
3039,1,36,307707,2998,1
3039,1,37,56348,2998,1
3039,1,38,27367,2998,1
3039,1,39,7640,2998,1
3039,1,40,3512,2998,1
3042,1,453,1,3041,1
3042,1,11399,6,3041,1
3042,1,11689,9,3041,1
3042,1,9848,1,3041,1
3042,1,11486,1,3041,1
3050,1,11689,35,3049,1
3050,1,11399,36,3049,1
3050,1,463,1,3049,1
3050,1,9848,14,3049,1
3050,1,11486,1,3049,1
3058,1,11689,33,3057,1
3058,1,11399,35,3057,1
3058,1,462,1,3057,1
3058,1,9848,14,3057,1
3058,1,11486,1,3057,1
3066,1,11689,36,3065,1
3066,1,11399,38,3065,1
3066,1,464,1,3065,1
3066,1,9848,14,3065,1
